"County, State",County Name,State,# per 100K,Calc Positive Severe Depression,Calc Total Depression Responses
"Madison, Nebraska",Madison,Nebraska,30.69449634,46,185
"Lincoln, Nebraska",Lincoln,Nebraska,45.02541757,62,160
"Lancaster, Nebraska",Lancaster,Nebraska,40.99459433,526,1812
"Knox, Nebraska",Knox,Nebraska,19.30501931,7,26
"Kimball, Nebraska",Kimball,Nebraska,51.1396844,7,13
"Keith, Nebraska",Keith,Nebraska,57.36714976,19,51
"Kearney, Nebraska",Kearney,Nebraska,22.6901434,5,27
"Johnson, Nebraska",Johnson,Nebraska,23.64737041,5,15
"Jefferson, Nebraska",Jefferson,Nebraska,31.40265178,9,21
"Howard, Nebraska",Howard,Nebraska,20.04490058,5,20
"Holt, Nebraska",Holt,Nebraska,17.10153425,7,22
"Hamilton, Nebraska",Hamilton,Nebraska,16.19695497,6,45
"Hall, Nebraska",Hall,Nebraska,43.58714259,110,298
"Gage, Nebraska",Gage,Nebraska,30.34526164,27,105
"Frontier, Nebraska",Frontier,Nebraska,35.7568534,6,15
"Franklin, Nebraska",Franklin,Nebraska,43.07869041,6,16
"Douglas, Nebraska",Douglas,Nebraska,36.41704283,850,3101
"Dodge, Nebraska",Dodge,Nebraska,33.91262061,53,165
"Dixon, Nebraska",Dixon,Nebraska,42.63786242,9,19
"Dawson, Nebraska",Dawson,Nebraska,32.9787234,31,95
"Dawes, Nebraska",Dawes,Nebraska,24.55494168,8,39
"Dakota, Nebraska",Dakota,Nebraska,32.32139437,27,66
"Custer, Nebraska",Custer,Nebraska,30.99370589,13,32
"Cuming, Nebraska",Cuming,Nebraska,27.05302393,9,25
"Colfax, Nebraska",Colfax,Nebraska,17.93400287,7,25
"Cheyenne, Nebraska",Cheyenne,Nebraska,35.97492034,14,49
"Cherry, Nebraska",Cherry,Nebraska,33.73819163,11,33
"Cass, Nebraska",Cass,Nebraska,26.12817737,28,102
"Butler, Nebraska",Butler,Nebraska,53.72945638,17,45
"Burt, Nebraska",Burt,Nebraska,29.14602157,8,24
"Buffalo, Nebraska",Buffalo,Nebraska,29.25972886,60,242
"Box Butte, Nebraska",Box Butte,Nebraska,39.19218001,17,40
"Boone, Nebraska",Boone,Nebraska,46.33920297,10,18
"Antelope, Nebraska",Antelope,Nebraska,35.69898615,10,19
"Adams, Nebraska",Adams,Nebraska,54.31962641,67,169
"Yellowstone, Montana",Yellowstone,Montana,45.27613902,299,853
"Valley, Montana",Valley,Montana,40.37685061,12,43
"Toole, Montana",Toole,Montana,40.66693778,8,17
"Teton, Montana",Teton,Montana,32.06669873,8,20
"Sweet Grass, Montana",Sweet Grass,Montana,35.46099291,5,13
"Stillwater, Montana",Stillwater,Montana,42.7823636,17,48
"Silver Bow, Montana",Silver Bow,Montana,34.23192127,48,153
"Sanders, Montana",Sanders,Montana,17.76689829,9,32
"Rosebud, Montana",Rosebud,Montana,26.84964201,9,25
"Roosevelt, Montana",Roosevelt,Montana,39.04894134,18,68
"Richland, Montana",Richland,Montana,37.97468354,18,58
"Ravalli, Montana",Ravalli,Montana,34.43375601,63,155
"Powell, Montana",Powell,Montana,56.31423342,16,28
"Park, Montana",Park,Montana,23.32769581,16,63
"Musselshell, Montana",Musselshell,Montana,37.44116389,7,14
"Missoula, Montana",Missoula,Montana,47.04191863,220,613
"Mineral, Montana",Mineral,Montana,26.66666667,6,14
"Madison, Montana",Madison,Montana,30.82614057,12,36
"Lincoln, Montana",Lincoln,Montana,54.57161284,44,82
"Lewis and Clark, Montana",Lewis and Clark,Montana,30.30387472,87,316
"Lake, Montana",Lake,Montana,34.45366334,49,142
"Jefferson, Montana",Jefferson,Montana,23.54603249,12,41
"Hill, Montana",Hill,Montana,40.55384972,28,87
"Granite, Montana",Granite,Montana,38.71467286,8,19
"Glacier, Montana",Glacier,Montana,54.28095824,30,75
"Gallatin, Montana",Gallatin,Montana,42.804267,204,703
"Flathead, Montana",Flathead,Montana,36.86021203,147,458
"Fergus, Montana",Fergus,Montana,21.71835636,10,43
"Fallon, Montana",Fallon,Montana,57.88951373,7,11
"Deer Lodge, Montana",Deer Lodge,Montana,30.07518797,12,63
"Dawson, Montana",Dawson,Montana,28.1183219,10,32
"Custer, Montana",Custer,Montana,45.70004155,22,66
"Cascade, Montana",Cascade,Montana,40.21051387,136,395
"Carbon, Montana",Carbon,Montana,19.56181534,8,34
"Broadwater, Montana",Broadwater,Montana,31.27233738,7,19
"Blaine, Montana",Blaine,Montana,26.26444545,7,23
"Big Horn, Montana",Big Horn,Montana,22.38320039,11,56
"Beaverhead, Montana",Beaverhead,Montana,13.23872061,5,30
"Wright, Missouri",Wright,Missouri,38.51152939,32,107
"Webster, Missouri",Webster,Missouri,32.42141666,42,121
"Wayne, Missouri",Wayne,Missouri,34.05175867,17,49
"Washington, Missouri",Washington,Missouri,40.53365451,35,74
"Warren, Missouri",Warren,Missouri,34.62795723,50,148
"Vernon, Missouri",Vernon,Missouri,40.91221032,31,93
"Texas, Missouri",Texas,Missouri,21.68167176,21,60
"Taney, Missouri",Taney,Missouri,55.12679162,126,278
"Sullivan, Missouri",Sullivan,Missouri,21.82643618,5,12
"Stone, Missouri",Stone,Missouri,26.03997136,32,98
"Stoddard, Missouri",Stoddard,Missouri,40.82465809,48,139
"Ste. Genevieve, Missouri",Ste. Genevieve,Missouri,26.06429192,18,54
"St. Louis, Missouri",St. Louis,Missouri,31.18962688,1648,5772
"St. Francois, Missouri",St. Francois,Missouri,41.91296556,116,314
"St. Clair, Missouri",St. Clair,Missouri,25.1593425,9,25
"St. Charles, Missouri",St. Charles,Missouri,32.6911822,534,1805
"Shelby, Missouri",Shelby,Missouri,40.16709512,10,26
"Shannon, Missouri",Shannon,Missouri,40.93327876,12,36
"Scott, Missouri",Scott,Missouri,52.06819723,86,213
"Scotland, Missouri",Scotland,Missouri,44.58598726,7,13
"Saline, Missouri",Saline,Missouri,31.05324025,29,99
"Ripley, Missouri",Ripley,Missouri,63.87206662,27,57
"Reynolds, Missouri",Reynolds,Missouri,31.13971352,6,13
"Ray, Missouri",Ray,Missouri,35.33212195,28,73
"Randolph, Missouri",Randolph,Missouri,56.6893424,61,141
"Pulaski, Missouri",Pulaski,Missouri,41.59135721,81,218
"Polk, Missouri",Polk,Missouri,29.25555856,39,119
"Platte, Missouri",Platte,Missouri,39.06804944,165,671
"Pike, Missouri",Pike,Missouri,19.83602222,15,52
"Phelps, Missouri",Phelps,Missouri,46.56300082,86,269
"Pettis, Missouri",Pettis,Missouri,48.93752506,83,182
"Perry, Missouri",Perry,Missouri,32.10444647,24,84
"Pemiscot, Missouri",Pemiscot,Missouri,21.65656027,13,48
"Ozark, Missouri",Ozark,Missouri,38.20682629,15,28
"Osage, Missouri",Osage,Missouri,25.98752599,12,38
"Oregon, Missouri",Oregon,Missouri,36.30203291,12,41
"Nodaway, Missouri",Nodaway,Missouri,38.88757954,33,116
"Newton, Missouri",Newton,Missouri,44.31237619,136,345
"New Madrid, Missouri",New Madrid,Missouri,30.78371722,17,54
"Morgan, Missouri",Morgan,Missouri,25.29898804,22,60
"Montgomery, Missouri",Montgomery,Missouri,22.5631769,9,35
"Monroe, Missouri",Monroe,Missouri,27.57859901,6,11
"Moniteau, Missouri",Moniteau,Missouri,15.12900919,11,39
"Mississippi, Missouri",Mississippi,Missouri,33.05849409,17,48
"Miller, Missouri",Miller,Missouri,37.50761874,32,72
"McDonald, Missouri",McDonald,Missouri,47.46136865,43,88
"Marion, Missouri",Marion,Missouri,21.79598954,30,128
"Maries, Missouri",Maries,Missouri,29.80922099,18,58
"Madison, Missouri",Madison,Missouri,45.88559192,24,46
"Macon, Missouri",Macon,Missouri,50.57096248,31,68
"Livingston, Missouri",Livingston,Missouri,31.30217028,18,51
"Linn, Missouri",Linn,Missouri,33.41873677,12,29
"Lincoln, Missouri",Lincoln,Missouri,48.68591125,113,260
"Lewis, Missouri",Lewis,Missouri,22.27943361,9,23
"Lawrence, Missouri",Lawrence,Missouri,32.73322422,28,83
"Lafayette, Missouri",Lafayette,Missouri,33.94733735,46,108
"Laclede, Missouri",Laclede,Missouri,51.52342227,74,154
"Knox, Missouri",Knox,Missouri,28.99559267,5,13
"Johnson, Missouri",Johnson,Missouri,38.46301781,80,239
"Jefferson, Missouri",Jefferson,Missouri,47.70463906,379,1044
"Jasper, Missouri",Jasper,Missouri,40.11530147,167,428
"Jackson, Missouri",Jackson,Missouri,36.48393457,1051,3278
"Iron, Missouri",Iron,Missouri,40.38772213,15,37
"Howell, Missouri",Howell,Missouri,36.17132736,58,169
"Howard, Missouri",Howard,Missouri,24.5740498,9,31
"Hickory, Missouri",Hickory,Missouri,25.37784796,9,22
"Henry, Missouri",Henry,Missouri,42.03446826,40,99
"Harrison, Missouri",Harrison,Missouri,31.73797131,10,23
"Grundy, Missouri",Grundy,Missouri,41.61031936,16,35
"Greene, Missouri",Greene,Missouri,49.63482947,616,1735
"Gasconade, Missouri",Gasconade,Missouri,31.34796238,20,45
"Franklin, Missouri",Franklin,Missouri,36.50991742,165,482
"Dunklin, Missouri",Dunklin,Missouri,34.23214662,39,118
"Douglas, Missouri",Douglas,Missouri,44.62514875,18,34
"Dent, Missouri",Dent,Missouri,15.92807589,9,49
"DeKalb, Missouri",DeKalb,Missouri,27.90670348,19,59
"Daviess, Missouri",Daviess,Missouri,57.29794934,19,44
"Dallas, Missouri",Dallas,Missouri,28.40371142,18,50
"Dade, Missouri",Dade,Missouri,33.90290209,10,22
"Crawford, Missouri",Crawford,Missouri,40.7848824,36,92
"Cooper, Missouri",Cooper,Missouri,39.62689752,26,76
"Cole, Missouri",Cole,Missouri,37.26228657,112,340
"Clinton, Missouri",Clinton,Missouri,34.44949704,20,52
"Clay, Missouri",Clay,Missouri,42.7366881,444,1344
"Clark, Missouri",Clark,Missouri,31.78639542,8,24
"Christian, Missouri",Christian,Missouri,38.5918152,139,460
"Chariton, Missouri",Chariton,Missouri,25.92285359,10,30
"Cedar, Missouri",Cedar,Missouri,30.18680304,17,53
"Cass, Missouri",Cass,Missouri,38.13972881,161,463
"Carter, Missouri",Carter,Missouri,29.82276755,7,20
"Carroll, Missouri",Carroll,Missouri,38.1097561,13,32
"Cape Girardeau, Missouri",Cape Girardeau,Missouri,52.46524178,168,491
"Camden, Missouri",Camden,Missouri,30.33571525,54,171
"Callaway, Missouri",Callaway,Missouri,39.08944585,68,178
"Caldwell, Missouri",Caldwell,Missouri,30.02839048,11,36
"Butler, Missouri",Butler,Missouri,40.19880135,66,175
"Buchanan, Missouri",Buchanan,Missouri,39.23081015,118,322
"Boone, Missouri",Boone,Missouri,38.29544298,271,1019
"Bollinger, Missouri",Bollinger,Missouri,20.99958001,8,31
"Benton, Missouri",Benton,Missouri,32.57244111,25,62
"Bates, Missouri",Bates,Missouri,34.49227373,20,52
"Barton, Missouri",Barton,Missouri,37.12763169,17,47
"Barry, Missouri",Barry,Missouri,41.20023313,82,216
"Audrain, Missouri",Audrain,Missouri,21.28800303,27,85
"Andrew, Missouri",Andrew,Missouri,37.63401381,41,84
"Adair, Missouri",Adair,Missouri,50.38253406,54,161
"Yazoo, Mississippi",Yazoo,Mississippi,58.42187899,64,129
"Yalobusha, Mississippi",Yalobusha,Mississippi,46.06565209,27,53
"Winston, Mississippi",Winston,Mississippi,54.88808929,36,75
"Wilkinson, Mississippi",Wilkinson,Mississippi,18.01894563,7,23
"Webster, Mississippi",Webster,Mississippi,38.44182471,18,36
"Wayne, Mississippi",Wayne,Mississippi,31.02506826,20,53
"Washington, Mississippi",Washington,Mississippi,23.48730567,42,135
"Warren, Mississippi",Warren,Mississippi,55.81741503,99,278
"Walthall, Mississippi",Walthall,Mississippi,35.93675132,15,30
"Union, Mississippi",Union,Mississippi,38.43353022,38,99
"Tunica, Mississippi",Tunica,Mississippi,30.40745996,12,27
"Tishomingo, Mississippi",Tishomingo,Mississippi,48.07164048,35,84
"Tippah, Mississippi",Tippah,Mississippi,40.58788345,38,99
"Tate, Mississippi",Tate,Mississippi,52.87648054,60,190
"Tallahatchie, Mississippi",Tallahatchie,Mississippi,24,12,30
"Sunflower, Mississippi",Sunflower,Mississippi,26.47549998,26,72
"Stone, Mississippi",Stone,Mississippi,50.90728087,45,105
"Smith, Mississippi",Smith,Mississippi,32.95164346,16,48
"Simpson, Mississippi",Simpson,Mississippi,37.20853316,36,92
"Scott, Mississippi",Scott,Mississippi,32.69873565,36,89
"Rankin, Mississippi",Rankin,Mississippi,36.83842985,230,723
"Quitman, Mississippi",Quitman,Mississippi,38.05899144,8,26
"Prentiss, Mississippi",Prentiss,Mississippi,40.2606644,43,130
"Pontotoc, Mississippi",Pontotoc,Mississippi,36.2441778,47,143
"Pike, Mississippi",Pike,Mississippi,39.11233061,65,170
"Perry, Mississippi",Perry,Mississippi,33.37259521,17,50
"Pearl River, Mississippi",Pearl River,Mississippi,42.91992858,100,247
"Panola, Mississippi",Panola,Mississippi,43.59443116,62,159
"Oktibbeha, Mississippi",Oktibbeha,Mississippi,36.14040803,71,273
"Noxubee, Mississippi",Noxubee,Mississippi,19.42690627,8,22
"Newton, Mississippi",Newton,Mississippi,34.34254629,25,76
"Neshoba, Mississippi",Neshoba,Mississippi,46.2135683,60,156
"Montgomery, Mississippi",Montgomery,Mississippi,41.62993437,17,36
"Monroe, Mississippi",Monroe,Mississippi,36.80160589,44,111
"Marshall, Mississippi",Marshall,Mississippi,30.19728896,45,123
"Marion, Mississippi",Marion,Mississippi,30.46024447,31,92
"Madison, Mississippi",Madison,Mississippi,28.67846068,128,429
"Lowndes, Mississippi",Lowndes,Mississippi,37.72382805,90,241
"Lincoln, Mississippi",Lincoln,Mississippi,45.74132492,58,152
"Leflore, Mississippi",Leflore,Mississippi,32.80726595,38,125
"Lee, Mississippi",Lee,Mississippi,47.2546065,143,379
"Leake, Mississippi",Leake,Mississippi,23.97245347,22,65
"Lawrence, Mississippi",Lawrence,Mississippi,29.55493741,17,40
"Lauderdale, Mississippi",Lauderdale,Mississippi,36.14602996,108,372
"Lamar, Mississippi",Lamar,Mississippi,46.06172271,144,455
"Lafayette, Mississippi",Lafayette,Mississippi,39.04760175,86,301
"Kemper, Mississippi",Kemper,Mississippi,17.05514497,6,18
"Jones, Mississippi",Jones,Mississippi,40.04698847,105,257
"Jefferson Davis, Mississippi",Jefferson Davis,Mississippi,39.75766755,21,49
"Jefferson, Mississippi",Jefferson,Mississippi,20.14968336,7,21
"Jasper, Mississippi",Jasper,Mississippi,26.36967178,17,53
"Jackson, Mississippi",Jackson,Mississippi,49.19120507,258,654
"Itawamba, Mississippi",Itawamba,Mississippi,52.02389743,62,141
"Humphreys, Mississippi",Humphreys,Mississippi,45.18461141,14,29
"Holmes, Mississippi",Holmes,Mississippi,27.27343567,14,41
"Hinds, Mississippi",Hinds,Mississippi,33.00562416,300,1003
"Harrison, Mississippi",Harrison,Mississippi,48.11046711,422,1191
"Hancock, Mississippi",Hancock,Mississippi,38.29252982,61,169
"Grenada, Mississippi",Grenada,Mississippi,38.49812039,34,85
"Greene, Mississippi",Greene,Mississippi,24.48379989,12,31
"George, Mississippi",George,Mississippi,46.70755781,53,112
"Franklin, Mississippi",Franklin,Mississippi,38.56942497,11,19
"Forrest, Mississippi",Forrest,Mississippi,46.34682375,124,404
"DeSoto, Mississippi",DeSoto,Mississippi,40.2878802,294,871
"Covington, Mississippi",Covington,Mississippi,38.41167715,32,78
"Copiah, Mississippi",Copiah,Mississippi,23.67664468,28,82
"Coahoma, Mississippi",Coahoma,Mississippi,33.30320187,28,92
"Clay, Mississippi",Clay,Mississippi,34.74078033,26,73
"Clarke, Mississippi",Clarke,Mississippi,19.5376099,12,43
"Claiborne, Mississippi",Claiborne,Mississippi,35.22028689,11,28
"Choctaw, Mississippi",Choctaw,Mississippi,48.89377827,16,39
"Chickasaw, Mississippi",Chickasaw,Mississippi,24.35023325,19,53
"Carroll, Mississippi",Carroll,Mississippi,26.20888481,8,25
"Calhoun, Mississippi",Calhoun,Mississippi,61.93558699,31,62
"Bolivar, Mississippi",Bolivar,Mississippi,32.56139013,41,170
"Benton, Mississippi",Benton,Mississippi,45.84352078,15,32
"Attala, Mississippi",Attala,Mississippi,30.2907916,27,83
"Amite, Mississippi",Amite,Mississippi,15.46710662,6,16
"Alcorn, Mississippi",Alcorn,Mississippi,51.6617875,72,175
"Adams, Mississippi",Adams,Mississippi,38.10201179,45,121
"Wright, Minnesota",Wright,Minnesota,33.26403326,160,549
"Winona, Minnesota",Winona,Minnesota,37.41901091,73,272
"Wilkin, Minnesota",Wilkin,Minnesota,64.78658537,17,48
"Watonwan, Minnesota",Watonwan,Minnesota,27.37975723,12,45
"Washington, Minnesota",Washington,Minnesota,34.15558265,344,1229
"Waseca, Minnesota",Waseca,Minnesota,20.69108214,16,65
"Wadena, Minnesota",Wadena,Minnesota,23.12539747,16,54
"Wabasha, Minnesota",Wabasha,Minnesota,18.46381093,16,59
"Todd, Minnesota",Todd,Minnesota,27.90801518,30,119
"Swift, Minnesota",Swift,Minnesota,35.03152838,14,40
"Stevens, Minnesota",Stevens,Minnesota,15.01802163,6,59
"Steele, Minnesota",Steele,Minnesota,59.85739469,91,242
"Stearns, Minnesota",Stearns,Minnesota,33.44329772,221,685
"St. Louis, Minnesota",St. Louis,Minnesota,36.21269703,279,999
"Sibley, Minnesota",Sibley,Minnesota,33.41005271,18,54
"Sherburne, Minnesota",Sherburne,Minnesota,32.72793919,150,502
"Scott, Minnesota",Scott,Minnesota,36.2721437,205,686
"Roseau, Minnesota",Roseau,Minnesota,36.47456728,22,70
"Rock, Minnesota",Rock,Minnesota,19.5599022,8,30
"Rice, Minnesota",Rice,Minnesota,41.05799983,114,374
"Renville, Minnesota",Renville,Minnesota,26.51464934,16,51
"Redwood, Minnesota",Redwood,Minnesota,27.70895814,17,61
"Red Lake, Minnesota",Red Lake,Minnesota,30.85657862,5,60
"Ramsey, Minnesota",Ramsey,Minnesota,38.42611038,841,2980
"Pope, Minnesota",Pope,Minnesota,21.26836814,11,52
"Polk, Minnesota",Polk,Minnesota,39.96260104,53,192
"Pipestone, Minnesota",Pipestone,Minnesota,19.09854851,7,28
"Pine, Minnesota",Pine,Minnesota,33.83672888,38,108
"Pennington, Minnesota",Pennington,Minnesota,48.77369008,28,82
"Otter Tail, Minnesota",Otter Tail,Minnesota,23.89888118,54,213
"Olmsted, Minnesota",Olmsted,Minnesota,32.15634854,206,787
"Norman, Minnesota",Norman,Minnesota,44.09171076,11,43
"Nobles, Minnesota",Nobles,Minnesota,30.21007622,26,68
"Nicollet, Minnesota",Nicollet,Minnesota,25.21058251,34,138
"Murray, Minnesota",Murray,Minnesota,19.52616506,6,16
"Mower, Minnesota",Mower,Minnesota,30.84820217,50,158
"Morrison, Minnesota",Morrison,Minnesota,21.87431643,28,101
"Mille Lacs, Minnesota",Mille Lacs,Minnesota,30.07066607,40,121
"Meeker, Minnesota",Meeker,Minnesota,30.422878,28,104
"McLeod, Minnesota",McLeod,Minnesota,31.03621332,47,148
"Martin, Minnesota",Martin,Minnesota,28.1752254,23,77
"Marshall, Minnesota",Marshall,Minnesota,38.88024883,9,44
"Mahnomen, Minnesota",Mahnomen,Minnesota,24.06545805,6,19
"Lyon, Minnesota",Lyon,Minnesota,29.42963469,31,94
"Lincoln, Minnesota",Lincoln,Minnesota,21.42979599,5,15
"Le Sueur, Minnesota",Le Sueur,Minnesota,19.5476124,28,123
"Lake of the Woods, Minnesota",Lake of the Woods,Minnesota,40.90696587,7,29
"Lake, Minnesota",Lake,Minnesota,20.28207689,13,65
"Lac qui Parle, Minnesota",Lac qui Parle,Minnesota,19.67884131,5,17
"Koochiching, Minnesota",Koochiching,Minnesota,26.0960334,13,58
"Kandiyohi, Minnesota",Kandiyohi,Minnesota,31.19872432,54,189
"Kanabec, Minnesota",Kanabec,Minnesota,46.71899194,35,89
"Jackson, Minnesota",Jackson,Minnesota,30.75345976,12,34
"Itasca, Minnesota",Itasca,Minnesota,42.25414758,76,214
"Isanti, Minnesota",Isanti,Minnesota,46.95662382,64,180
"Hubbard, Minnesota",Hubbard,Minnesota,24.11187912,18,74
"Houston, Minnesota",Houston,Minnesota,22.77558457,18,74
"Hennepin, Minnesota",Hennepin,Minnesota,34.08272356,1745,6496
"Grant, Minnesota",Grant,Minnesota,42.54989943,11,42
"Goodhue, Minnesota",Goodhue,Minnesota,34.39206959,68,215
"Freeborn, Minnesota",Freeborn,Minnesota,29.56880238,35,131
"Fillmore, Minnesota",Fillmore,Minnesota,21.7988403,20,76
"Faribault, Minnesota",Faribault,Minnesota,38.71681416,21,69
"Douglas, Minnesota",Douglas,Minnesota,37.69159896,54,273
"Dodge, Minnesota",Dodge,Minnesota,26.77832416,22,91
"Dakota, Minnesota",Dakota,Minnesota,40.45921779,714,2308
"Crow Wing, Minnesota",Crow Wing,Minnesota,37.41792198,93,322
"Cottonwood, Minnesota",Cottonwood,Minnesota,42.0912716,19,134
"Clearwater, Minnesota",Clearwater,Minnesota,47.54030591,23,71
"Clay, Minnesota",Clay,Minnesota,38.84057088,102,333
"Chisago, Minnesota",Chisago,Minnesota,40.14281396,85,218
"Chippewa, Minnesota",Chippewa,Minnesota,33.99915002,16,52
"Cass, Minnesota",Cass,Minnesota,32.76987356,48,152
"Carver, Minnesota",Carver,Minnesota,37.59141549,154,503
"Carlton, Minnesota",Carlton,Minnesota,24.0540892,37,160
"Brown, Minnesota",Brown,Minnesota,25.44251808,28,115
"Blue Earth, Minnesota",Blue Earth,Minnesota,50.29602805,140,501
"Big Stone, Minnesota",Big Stone,Minnesota,39.27729772,8,32
"Benton, Minnesota",Benton,Minnesota,22.50427581,30,129
"Beltrami, Minnesota",Beltrami,Minnesota,38.2848392,69,217
"Becker, Minnesota",Becker,Minnesota,27.46518602,37,146
"Anoka, Minnesota",Anoka,Minnesota,39.777819,609,1970
"Aitkin, Minnesota",Aitkin,Minnesota,22.64975485,17,51
"Wexford, Michigan",Wexford,Michigan,38.78628756,52,134
"Wayne, Michigan",Wayne,Michigan,33.32759592,2370,7469
"Washtenaw, Michigan",Washtenaw,Michigan,38.37044589,545,2030
"Van Buren, Michigan",Van Buren,Michigan,33.76243635,109,324
"Tuscola, Michigan",Tuscola,Michigan,37.41947708,79,227
"St. Joseph, Michigan",St. Joseph,Michigan,41.89376068,103,260
"St. Clair, Michigan",St. Clair,Michigan,46.82834552,303,831
"Shiawassee, Michigan",Shiawassee,Michigan,38.79109109,113,296
"Schoolcraft, Michigan",Schoolcraft,Michigan,24.68221646,8,25
"Sanilac, Michigan",Sanilac,Michigan,35.00275432,61,163
"Saginaw, Michigan",Saginaw,Michigan,37.89786129,286,843
"Roscommon, Michigan",Roscommon,Michigan,35.67434147,37,89
"Presque Isle, Michigan",Presque Isle,Michigan,25.21177894,15,39
"Ottawa, Michigan",Ottawa,Michigan,34.16182483,381,1308
"Otsego, Michigan",Otsego,Michigan,50.80268238,50,118
"Oscoda, Michigan",Oscoda,Michigan,33.5506135,14,49
"Osceola, Michigan",Osceola,Michigan,48.22968679,51,119
"Ontonagon, Michigan",Ontonagon,Michigan,31.94596568,7,21
"Ogemaw, Michigan",Ogemaw,Michigan,23.17795519,18,50
"Oceana, Michigan",Oceana,Michigan,27.95916159,31,82
"Oakland, Michigan",Oakland,Michigan,31.71510031,1649,5814
"Newaygo, Michigan",Newaygo,Michigan,38.87420308,70,190
"Muskegon, Michigan",Muskegon,Michigan,35.22023254,249,741
"Montmorency, Michigan",Montmorency,Michigan,25.34762457,7,21
"Montcalm, Michigan",Montcalm,Michigan,32.40794687,89,243
"Monroe, Michigan",Monroe,Michigan,35.3543738,230,746
"Missaukee, Michigan",Missaukee,Michigan,28.60630102,15,48
"Midland, Michigan",Midland,Michigan,37.16182737,120,382
"Menominee, Michigan",Menominee,Michigan,46.01025371,42,98
"Mecosta, Michigan",Mecosta,Michigan,41.39515009,62,195
"Mason, Michigan",Mason,Michigan,44.19563936,48,126
"Marquette, Michigan",Marquette,Michigan,44.13517132,120,378
"Manistee, Michigan",Manistee,Michigan,26.89243028,27,85
"Macomb, Michigan",Macomb,Michigan,33.31520804,1169,3901
"Mackinac, Michigan",Mackinac,Michigan,42.87732042,17,45
"Luce, Michigan",Luce,Michigan,31.81239775,7,24
"Livingston, Michigan",Livingston,Michigan,36.11643839,287,862
"Lenawee, Michigan",Lenawee,Michigan,34.97488853,139,389
"Leelanau, Michigan",Leelanau,Michigan,40.25127352,61,156
"Lapeer, Michigan",Lapeer,Michigan,37.43549576,130,415
"Lake, Michigan",Lake,Michigan,12.51251251,6,16
"Kent, Michigan",Kent,Michigan,35.74440987,934,3088
"Kalkaska, Michigan",Kalkaska,Michigan,44.54535004,31,75
"Kalamazoo, Michigan",Kalamazoo,Michigan,43.18681662,443,1460
"Jackson, Michigan",Jackson,Michigan,34.42260366,221,670
"Isabella, Michigan",Isabella,Michigan,63.17704058,157,458
"Iron, Michigan",Iron,Michigan,49.91319444,23,43
"Iosco, Michigan",Iosco,Michigan,34.38519275,35,108
"Ionia, Michigan",Ionia,Michigan,36.72239385,97,265
"Ingham, Michigan",Ingham,Michigan,45.56991442,502,1686
"Huron, Michigan",Huron,Michigan,22.36212888,26,95
"Houghton, Michigan",Houghton,Michigan,43.09894473,66,199
"Hillsdale, Michigan",Hillsdale,Michigan,39.40853889,71,187
"Gratiot, Michigan",Gratiot,Michigan,29.55687425,52,177
"Grand Traverse, Michigan",Grand Traverse,Michigan,44.52967562,137,338
"Gogebic, Michigan",Gogebic,Michigan,30.53331524,18,64
"Gladwin, Michigan",Gladwin,Michigan,34.87676875,42,124
"Genesee, Michigan",Genesee,Michigan,40.08436055,612,1643
"Emmet, Michigan",Emmet,Michigan,33.53828955,48,126
"Eaton, Michigan",Eaton,Michigan,39.29500889,183,527
"Dickinson, Michigan",Dickinson,Michigan,35.27303234,37,111
"Delta, Michigan",Delta,Michigan,39.07213951,57,151
"Crawford, Michigan",Crawford,Michigan,35.63791875,16,51
"Clinton, Michigan",Clinton,Michigan,37.36876795,127,374
"Clare, Michigan",Clare,Michigan,46.07473024,62,168
"Chippewa, Michigan",Chippewa,Michigan,36.43921399,54,156
"Cheboygan, Michigan",Cheboygan,Michigan,29.70613775,26,74
"Charlevoix, Michigan",Charlevoix,Michigan,35.71428571,39,99
"Cass, Michigan",Cass,Michigan,36.5911237,62,169
"Calhoun, Michigan",Calhoun,Michigan,41.19472114,222,615
"Branch, Michigan",Branch,Michigan,35.68560978,64,183
"Berrien, Michigan",Berrien,Michigan,37.68928226,248,718
"Benzie, Michigan",Benzie,Michigan,30.24672687,28,85
"Bay, Michigan",Bay,Michigan,44.4395622,178,445
"Barry, Michigan",Barry,Michigan,26.30823687,55,229
"Baraga, Michigan",Baraga,Michigan,52.27552276,17,32
"Arenac, Michigan",Arenac,Michigan,36.78093276,20,48
"Antrim, Michigan",Antrim,Michigan,35.70978448,34,100
"Alpena, Michigan",Alpena,Michigan,40.62038405,44,124
"Allegan, Michigan",Allegan,Michigan,34.13693218,206,679
"Alger, Michigan",Alger,Michigan,21.42769683,7,24
"Alcona, Michigan",Alcona,Michigan,22.8861518,11,49
"Worcester, Massachusetts",Worcester,Massachusetts,32.13700611,1104,3503
"Suffolk, Massachusetts",Suffolk,Massachusetts,30.47804428,952,3940
"Plymouth, Massachusetts",Plymouth,Massachusetts,31.23560271,659,2093
"Norfolk, Massachusetts",Norfolk,Massachusetts,27.76401675,816,3064
"Nantucket, Massachusetts",Nantucket,Massachusetts,17.77461785,10,44
"Middlesex, Massachusetts",Middlesex,Massachusetts,27.59545985,1782,6923
"Hampshire, Massachusetts",Hampshire,Massachusetts,37.29615721,232,778
"Hampden, Massachusetts",Hampden,Massachusetts,32.9940277,613,1828
